State,City,Year,SO2,NO2,PM2_5,AQI,Lat,Long
Madhya Pradesh,RAIPUR,2002,17.24166667,72.83333333,81.58293408,217,21.233333,81.633333
Uttar Pradesh,VARANASI,2002,10.525,11.53333333,40.79146704,108,25.31774,83.005811
Rajasthan,UDAIPUR,2002,22.99090909,111.8090909,122.3744011,326,24.57951,73.690508
Assam,GUWAHATI,2002,3.141666667,18.7,40.79146704,108,26.176076,91.762932
West Bengal,HOWRAH,2002,32.75,213.8333333,122.3744011,326,22.589167,88.310278
Uttar Pradesh,KANPUR,2002,60.425,137.0416667,244.7488022,652,26.466667,80.35
Maharashtra,NAGPUR,2002,51.175,96.40833333,244.7488022,652,23.3,82.3
Kerala,KOZHIKODE,2002,4.008333333,16.49166667,81.58293408,217,11.25,75.766667
Tamil Nadu,COIMBATORE,2002,25.84313811,152.9008019,122.3744011,326,11.005547,76.966122
Uttar Pradesh,LUCKNOW,2002,57.54608099,82.90128957,122.3744011,326,26.839281,80.923133
Karnataka,BANGALORE,2002,39.75833333,75.975,122.3744011,326,12.983333,77.583333
Maharashtra,PUNE,2002,123.7583333,215.675,122.3744011,326,18.513271,73.849852
Andhra Pradesh,VISHAKHAPATNAM,2002,24.22727273,70.6,122.3744011,326,17.704052,83.297663
Madhya Pradesh,NAGDA,2003,25.17179904,46.37357554,40.79146704,184,23.46,75.42
Nagaland,DIMAPUR,2003,20.17690879,48.08740267,76.00094385,138,25.92,93.73
Madhya Pradesh,BHOPAL,2003,25.17179904,46.37357554,40.79146704,184,23.254688,77.402892
Gujarat,BHARUCH,2003,25.17179904,46.37357554,52.50386847,184,21.71,72.97
Goa,PANJIM,2003,25.17179904,46.37357554,41.37420228,184,15.4909,73.8278
Delhi,DELHI,2003,26.36486096,110.194246,107.80602,320,28.651952,77.231495
Madhya Pradesh,INDORE,2003,25.17179904,46.37357554,41.01683426,184,22.717736,75.85859
Maharashtra,NAGPUR,2003,10.99522837,34.58341866,75.02206875,200,23.3,82.3
Rajasthan,JAIPUR,2003,28.12264151,39.32075472,110.8296463,295,26.913312,75.787872
Madhya Pradesh,SATNA,2003,25.17179904,46.37357554,79.91797624,184,24.583333,80.833333
Punjab,LUDHIANA,2003,17.31950207,53.34024896,61.61034856,354,30.912042,75.853789
Gujarat,AHMEDABAD,2004,16.52057692,24.88211538,40.79146704,160,23.025793,72.587265
Rajasthan,ALWAR,2004,6.537444934,11.73127753,40.79146704,138,27.566291,76.610202
Maharashtra,MUMBAI,2004,16.01095227,38.15872477,60.30891538,160,18.987807,72.836447
Rajasthan,KOTA,2004,6.439716312,24.75177305,40.93611763,96,25.182544,75.839065
Jharkhand,JAMSHEDPUR,2004,41.92820513,53.76410256,41.00065405,169,22.802776,86.185448
Bihar,PATNA,2004,11.54271357,24.92964824,40.79146704,80,25.615379,85.101027
Tamil Nadu,CHENNAI,2004,15.7571875,19.1246875,120.6747566,98,13.084622,80.248357
Gujarat,SURAT,2004,22.88118812,31.38613861,41.86846947,127,21.195944,72.830232
Rajasthan,JAIPUR,2004,6.607260726,31.00660066,41.86846947,102,26.913312,75.787872
Himachal Pradesh,SHIMLA,2004,4.578231293,14.91156463,41.2077065,109,31.104423,77.166623
Uttar Pradesh,AGRA,2004,8.300060515,8.423076923,42.46496312,147,27.187935,78.003944
West Bengal,HALDIA,2004,13.8590719,32.90892857,52.20336556,85,22.025278,88.058333
Andhra Pradesh,HYDERABAD,2004,8.543181818,71.14147727,94.56203722,185,17.384052,78.456355
Rajasthan,JODHPUR,2004,6.387959866,19.4548495,40.92789335,111,26.26841,73.005943
Maharashtra,SOLAPUR,2004,18.22434783,40.54888889,40.79146704,141,17.683333,75.916667
Chhattisgarh,KORBA,2004,12.95414806,20.65580941,40.79146704,149,22.35,82.683333
Jharkhand,RANCHI,2004,16.12666667,25.8096229,40.79146704,138,23.347768,85.338564
Tamil Nadu,COIMBATORE,2004,7.296226415,39.80754717,41.25325723,68,11.005547,76.966122
Uttar Pradesh,LUCKNOW,2004,21.09087591,43.17591241,60.88945263,232,26.839281,80.923133
Haryana,FARIDABAD,2004,8.459111111,22.90844444,40.79146704,162,28.411236,77.313162
Uttar Pradesh,VARANASI,2004,15.7,17.18,40.79146704,110,25.31774,83.005811
Maharashtra,PUNE,2004,30.1650165,47.23762376,41.19534295,255,18.513271,73.849852
Jharkhand,DHANBAD,2004,11.73580247,57.60790123,40.79146704,127,23.801988,86.443244
Goa,PANAJI,2004,2.439805825,11.47961165,40.79146704,104,15.498289,73.824541
Chandigarh,CHANDIGARH,2004,7.619469027,37.84513274,50.71859397,141,30.736292,76.788398
Himachal Pradesh,PAONTASAHIB,2004,1.854092527,8.384341637,40.79146704,108,30.4453,77.6021
Odisha,BHUBANESWAR,2004,2.086409354,11.08632877,40.79146704,59,20.233333,85.833333
Andhra Pradesh,VISAKHAPATNAM,2004,43,133.4833333,169.964446,374,17.7,83.3
Karnataka,BANGALORE,2004,12.61504425,84.69026549,64.7970649,116,12.983333,77.583333
Maharashtra,NAGPUR,2004,9.315841584,20.7039604,40.79146704,54,23.3,82.3
West Bengal,HOWRAH,2004,36.20421846,317.8019608,136.3714731,421,22.589167,88.310278
Uttar Pradesh,KANPUR,2004,13.35189156,28.41494143,57.62363374,261,26.466667,80.35
Maharashtra,NASHIK,2004,33.18481848,27.71617162,40.79146704,80,20.0110224,73.7903373
Uttar Pradesh,GHAZIABAD,2004,17.94113368,26.27956204,40.79146704,150,28.665353,77.439148
Punjab,JALANDHAR,2004,12.76067976,34.18081125,54.09777447,251,23.9,78.433333
West Bengal,DURGAPUR,2004,32.48824296,126.4,122.3744011,312,24.75,87.733333
Uttar Pradesh,NOIDA,2004,25.98861311,69.41743119,42.66263525,113,28.5726442,77.3547609
Maharashtra,THANE,2004,8.335048232,12.5977492,40.79146704,108,19.2,72.966667
Gujarat,JAMNAGAR,2004,9.823809524,21.89904762,40.79146704,129,22.466667,70.066667
Odisha,ROURKELA,2004,8.16573913,15.71713043,77.68114158,173,22.2,84.883333
Madhya Pradesh,INDORE,2004,12.74906367,25.34385627,40.79146704,127,22.717736,75.85859
Uttar Pradesh,ANPARA,2004,18.07809524,29.19428571,40.79146704,133,24.2049,82.7832
Madhya Pradesh,JABALPUR,2004,2.596316825,13.66418094,41.1726957,70,23.174495,79.935903
Rajasthan,UDAIPUR,2004,6.508090615,47.01911952,40.79146704,99,24.57951,73.690508
Uttar Pradesh,RENUSAGAR,2004,18.07647061,29.63152022,40.79146704,153,24.1829,82.7873
Himachal Pradesh,PARWANOO,2004,2.965791612,11.18791946,40.79146704,108,30.8406,76.9584
Gujarat,BARODA,2004,25.38064516,38.98064516,54.73951706,240,22.3072,73.1812
Odisha,ANGUL,2004,5.797092199,18.20460993,61.04254997,116,20.8444,85.1511
Goa,VASCO,2004,3.988851565,13.68095238,54.38862272,71,15.3982,73.8113
Jharkhand,SINDRI,2004,11.7025641,59.33820513,40.79146704,142,23.7483,86.7059
Gujarat,ANKLESHWAR,2004,23.31372549,30.18627451,40.79146704,125,21.6264,73.0152
Himachal Pradesh,DAMTAL,2004,4.735314839,16.67957746,41.07873089,109,32.2258,75.6601
Gujarat,VAPI,2004,22.23088235,33.67504902,41.59129973,138,20.37,72.9
Odisha,RAYAGADA,2004,2.242327755,8.227142857,40.79146704,64,19.18,83.41
Punjab,GOBINDGARH,2004,13.01632653,38.77959184,40.79146704,255,30.66,76.31
West Bengal,CALCUTTA,2004,7.95,43.30416667,40.79146704,169,22.57,88.36
Haryana,YAMUNANAGAR,2004,29.25806452,20.20645161,40.79146704,73,30.14,77.28
Uttar Pradesh,GAJRAULA,2004,31.18011772,14.96212831,40.79146704,71,28.85,78.23
Jharkhand,JHARIA,2004,13.61604938,67.3762963,40.79146704,192,23.76,86.42
Punjab,LUDHIANA,2004,27.33212996,60.84476534,58.4628607,352,30.912042,75.853789
Karnataka,MYSORE,2004,11.305,21.425,44.0547844,57,12.292664,76.638543
Madhya Pradesh,BHOPAL,2004,6.237417187,13.29592284,40.79146704,57,23.254688,77.402892
Uttar Pradesh,FIROZABAD,2004,21.87381779,31.73921569,41.59129973,110,27.150917,78.397808
Assam,GUWAHATI,2004,3.189189189,14.31013514,40.79146704,197,26.176076,91.762932
Uttarakhand,DEHRADUN,2004,15.85835761,24.66065598,40.79146704,141,30.324427,78.033922
Gujarat,VADODARA,2004,11.17307692,18.88461538,40.79146704,79,22.299405,73.208119
Delhi,DELHI,2004,20.66197879,49.24346461,77.828071,256,28.651952,77.231495
Puducherry,PONDICHERRY,2004,22.21754386,17.53333333,40.79146704,55,11.94,79.83
Gujarat,RAJKOT,2004,11.88571429,25.19047619,40.79146704,219,22.291606,70.793217
West Bengal,ASANSOL,2004,10.82941432,45.63285714,40.79146704,120,23.683333,86.983333
Odisha,TALCHER,2004,5.338365385,20.18490385,40.79146704,78,20.95,85.23
Meghalaya,SHILLONG,2004,4.086666667,14.09416667,54.38862272,72,25.573987,91.896807
West Bengal,KOLKATA,2004,19.42653061,132.7346939,79.91797624,443,22.562627,88.363044
Jharkhand,SINDRI,2005,15.88860759,46.36202532,40.79146704,91,23.7483,86.7059
Maharashtra,GREATERMUMBAI,2005,39.27026151,42.61870756,42.83104039,100,19.0127,72.8223
Goa,VASCO,2005,10.66583932,23.82700311,40.79146704,59,15.3982,73.8113
Chhattisgarh,BHILAINAGAR,2005,19.47330863,25.59396985,40.79146704,133,21.1938,81.3509
Himachal Pradesh,PAONTASAHIB,2005,10.02968138,17.96138939,40.79146704,108,30.4453,77.6021
Gujarat,SURAT,2005,40.43049645,51.44184397,80.71503053,250,21.195944,72.830232
Punjab,NAYANANGAL,2005,7.345684881,21.5439361,40.79146704,108,31.3866,76.355
Karnataka,MYSORE,2005,22.38216561,35.99878741,44.16910444,47,12.292664,76.638543
Gujarat,VAPI,2005,25.42677596,40.27759563,41.46017961,132,20.37,72.9
Madhya Pradesh,UJJAIN,2005,10.2,10.3,40.79146704,133,23.182387,75.776433
Kerala,KOTTAYAM,2005,5.929411944,19.04609375,43.34093373,41,9.6,76.52
Madhya Pradesh,NAGDA,2005,25.03550296,29.85207101,41.27420629,105,23.46,75.42
Punjab,GOBINDGARH,2005,16.6826087,30.41462451,40.79146704,190,30.66,76.31
Assam,BONGAIGAON,2005,5.694570332,17.17293188,40.79146704,108,26.48,90.54
Chhattisgarh,RAIPUR,2005,11.08831776,36.12850467,40.79146704,203,21.233333,81.633333
Karnataka,HASSAN,2005,5.9,25.65223881,40.79146704,111,13.01,76.08
Odisha,ANGUL,2005,7.890728765,21.57357366,54.83885966,112,20.8444,85.1511
Odisha,RAYAGADA,2005,9.066922294,14.702535,41.27136665,80,19.18,83.41
Jharkhand,JHARIA,2005,17.19419511,49.31999008,40.79146704,162,23.76,86.42
Haryana,YAMUNANAGAR,2005,17.96946803,30.92710694,40.79146704,130,30.14,77.28
Puducherry,PONDICHERRY,2005,15.83184286,14.7498155,41.2430331,53,11.94,79.83
Odisha,SAMBALPUR,2005,10.43916207,17.57610255,40.79146704,45,21.47,83.97
Rajasthan,ALWAR,2005,7.773333333,13.93343329,41.59129973,121,27.566291,76.610202
Andhra Pradesh,TIRUPATI,2005,4.7625,10.275,40.79146704,32,13.635505,79.419888
Punjab,LUDHIANA,2005,34.01131416,62.57497551,65.43992797,377,30.912042,75.853789
Jharkhand,RANCHI,2005,18.52857143,29.77142857,40.79146704,94,23.347768,85.338564
Gujarat,ANKLESVAR,2005,22.48142077,29.28415301,41.68308381,134,21.6264,73.0152
Karnataka,HUBLI,2005,7.070291058,21.236592,44.14772699,64,15.349955,75.138619
Kerala,TRIVANDRUM,2005,14.68333333,34.01666667,62.06443641,118,8.5241,76.9366
Gujarat,VADODARA,2005,18.30076985,29.1409396,41.74965586,114,22.299405,73.208119
West Bengal,ASANSOL,2005,5.527619048,50.18952381,40.79146704,125,23.683333,86.983333
Karnataka,MANGALORE,2005,12.8,31.36666667,40.79146704,89,12.865371,74.842432
Rajasthan,UDAIPUR,2005,8.118543248,46.33923572,40.95080871,84,24.57951,73.690508
Karnataka,BELGAUM,2005,5.728770657,18.25160894,40.79146704,32,15.862643,74.508534
Maharashtra,PUNE,2005,23.57511962,34.484689,40.79146704,95,18.513271,73.849852
Chandigarh,CHANDIGARH,2005,22.51455475,37.82181684,95.6303267,222,30.736292,76.788398
Tamil Nadu,CHENNAI,2005,20.7130511,34.95095721,75.9099486,114,13.084622,80.248357
Jharkhand,DHANBAD,2005,15.76129032,47.00860215,40.79146704,121,23.801988,86.443244
Rajasthan,JODHPUR,2005,14.76261981,36.61980831,73.63315935,195,26.26841,73.005943
Bihar,PATNA,2005,12.56030534,33.5892554,41.72562277,105,25.615379,85.101027
Maharashtra,KOLHAPUR,2005,7.895472715,26.74216771,40.79146704,108,16.695633,74.231669
Haryana,HISAR,2005,13.79732136,32.4575461,52.18908283,114,29.153938,75.722944
Tamil Nadu,SALEM,2005,6.7125,36.28214286,40.79146704,44,11.651165,78.158672
Karnataka,GULBARGA,2005,7.2,23.5,40.79146704,114,17.335827,76.83757
Haryana,FARIDABAD,2005,9.144174757,21.58543689,40.98948387,158,28.411236,77.313162
Maharashtra,AURANGABAD,2005,9.544,26.656,40.79146704,108,24.752037,84.374202
Maharashtra,AURANGABAD,2005,9.544,26.656,40.79146704,108,19.880943,75.346739
Odisha,TALCHER,2005,6.081071712,18.5970297,40.79146704,69,20.95,85.23
Jharkhand,JAMSHEDPUR,2005,40.19726776,53.02568306,41.23727542,167,22.802776,86.185448
Uttar Pradesh,GHAZIABAD,2005,12.4496124,17.76897915,41.10767996,291,28.665353,77.439148
Himachal Pradesh,SHIMLA,2005,10.31256582,22.32429322,41.79866376,36,31.104423,77.166623
West Bengal,HOWRAH,2005,57.33016052,343.0163636,155.0075748,433,22.589167,88.310278
Uttar Pradesh,AGRA,2005,16.176167,36.72638964,67.93160646,268,27.187935,78.003944
Himachal Pradesh,DAMTAL,2005,5.791133956,19.27260323,41.9738284,111,32.2258,75.6601
Himachal Pradesh,PARWANOO,2005,6.762872205,19.07204301,40.79146704,77,30.8406,76.9584
Himachal Pradesh,BADDI,2005,10.61717515,20.03477496,40.79146704,108,30.9578,76.7914
Uttar Pradesh,ANPARA,2005,18.36453202,30.44384236,41.19335341,134,24.2049,82.7832
Punjab,JALANDHAR,2005,16.54981447,44.05594147,59.55209956,278,23.9,78.433333
Nagaland,DIMAPUR,2005,17.37743228,34.99124204,65.45607502,128,25.92,93.73
Odisha,BHUBANESWAR,2005,12.29662529,17.47856118,46.3180529,68,20.233333,85.833333
West Bengal,DURGAPUR,2005,27.11590909,139.6363636,122.3744011,413,24.75,87.733333
Maharashtra,NAGPUR,2005,19.05210333,50.2498764,75.30732376,141,23.3,82.3
Gujarat,JAMNAGAR,2005,9.495833333,21.91770833,40.79146704,128,22.466667,70.066667
Uttar Pradesh,GAJRAULA,2005,23.74671034,19.60956109,40.79146704,65,28.85,78.23
Gujarat,AHMEDABAD,2005,22.58255814,45.08992248,70.51548178,203,23.025793,72.587265
Odisha,CUTTACK,2005,10.21776041,31.17358491,40.79146704,65,20.522922,85.78813
Gujarat,RAJKOT,2005,10.8192,21.9168,42.09679399,179,22.291606,70.793217
Madhya Pradesh,JABALPUR,2005,10.82941432,18.22844008,40.79146704,83,23.174495,79.935903
Rajasthan,KOTA,2005,8.598686477,22.05145631,41.1875007,113,25.182544,75.839065
Kerala,KOCHI,2005,39.04996243,54.9449459,110.883847,156,9.947743,76.253802
Madhya Pradesh,INDORE,2005,8.87009339,17.07439327,40.79146704,145,22.717736,75.85859
Uttar Pradesh,LUCKNOW,2005,28.34755556,67.29248721,89.37863666,388,26.839281,80.923133
Uttar Pradesh,VARANASI,2005,16.0952489,18.55909773,40.79146704,102,25.31774,83.005811
West Bengal,HALDIA,2005,14.71359223,74.2407767,80.3948331,159,22.025278,88.058333
Uttarakhand,DEHRADUN,2005,19.91835739,25.82907942,40.79146704,152,30.324427,78.033922
Rajasthan,JAIPUR,2005,10.81816611,45.21803675,70.91849825,177,26.913312,75.787872
Delhi,DELHI,2005,25.37319352,132.5251278,110.3326396,371,28.651952,77.231495
Madhya Pradesh,BHOPAL,2005,8.537349104,18.14825325,49.04688299,74,23.254688,77.402892
West Bengal,KOLKATA,2005,20.6656916,90.26081159,83.33950444,277,22.562627,88.363044
Tamil Nadu,MADURAI,2005,12.70689655,25.21810345,41.84641877,40,9.917347,78.119622
Uttar Pradesh,FIROZABAD,2005,17.15819209,26.49502399,40.79146704,108,27.150917,78.397808
Tamil Nadu,COIMBATORE,2005,7.819913232,42.74262295,40.79146704,52,11.005547,76.966122
Assam,GUWAHATI,2005,7.37705606,24.2238335,56.06410162,153,26.176076,91.762932
Goa,PANAJI,2005,11.06949471,22.86874603,40.79146704,78,15.498289,73.824541
Madhya Pradesh,GWALIOR,2005,14.95,23.75,40.79146704,108,26.229825,78.173369
Mizoram,AIZAWL,2005,30.65274901,73.05435634,115.4605931,78,23.736701,92.714596
Kerala,PALAKKAD,2005,10.82941432,25.8096229,40.79146704,144,10.78,76.65
Uttar Pradesh,NOIDA,2005,29.54377185,50.07143731,40.79146704,107,28.5726442,77.3547609
Odisha,ROURKELA,2005,10.32681003,21.00989297,80.79848279,184,22.2,84.883333
Andhra Pradesh,HYDERABAD,2005,17.16174253,86.12687156,115.9419005,226,17.384052,78.456355
Maharashtra,CHANDRAPUR,2005,26.02614108,37.57344398,45.53072462,123,19.6,83.883333
Kerala,KOZHIKODE,2005,10.99649466,25.80450604,44.53380347,65,11.25,75.766667
Maharashtra,THANE,2005,6.19180294,11.8967509,40.93872865,88,19.2,72.966667
Tamil Nadu,THOOTHUKUDI,2005,19.13032787,20.10737705,40.79146704,65,8.783333,78.133333
Chhattisgarh,KORBA,2005,12.96052632,20.46090226,40.94481842,75,22.35,82.683333
Maharashtra,SOLAPUR,2005,17.99857143,38.76857143,40.98571212,124,17.683333,75.916667
Maharashtra,NASHIK,2005,35.99494949,28.9016835,40.92881205,102,20.0110224,73.7903373
Andhra Pradesh,VIJAYAWADA,2005,5.823529412,31.33529412,40.79146704,72,16.516667,80.616667
Karnataka,BANGALORE,2005,18.80640871,92.96664172,85.00121344,131,12.983333,77.583333
Andhra Pradesh,VISAKHAPATNAM,2005,50.94166667,141.3583333,176.7630238,411,17.7,83.3
Uttar Pradesh,KANPUR,2005,14.81196928,34.16058974,69.3984699,310,26.466667,80.35
Madhya Pradesh,SATNA,2005,16.05842536,37.31342654,78.80169769,319,24.583333,80.833333
Jharkhand,JAMSHEDPUR,2006,39.47619048,53.47142857,41.76269245,156,22.802776,86.185448
Haryana,HISAR,2006,10.15123013,20.98078576,46.97199235,161,29.153938,75.722944
Gujarat,VADODARA,2006,17.71123681,28.79234882,43.40630467,146,22.299405,73.208119
Rajasthan,ALWAR,2006,6.671764706,16.22567888,41.27136665,123,27.566291,76.610202
Chhattisgarh,RAIPUR,2006,11.9113291,33.35932294,41.12719928,153,21.233333,81.633333
Andhra Pradesh,HYDERABAD,2006,14.90835208,72.45067616,113.4643196,230,17.384052,78.456355
Maharashtra,PUNE,2006,25.4083045,41.93564014,41.07376093,131,18.513271,73.849852
Rajasthan,JAIPUR,2006,11.90066206,56.03096099,78.69736406,264,26.913312,75.787872
Uttar Pradesh,JHANSI,2006,12.20117667,29.85408178,69.79873249,236,25.458872,78.579943
Tamil Nadu,CHENNAI,2006,21.00561535,36.82010608,68.09815159,107,13.084622,80.248357
Maharashtra,AURANGABAD,2006,4.978745424,18.67823777,41.11015038,81,24.752037,84.374202
Mizoram,AIZAWL,2006,26.2995721,44.69777977,120.6568656,114,23.736701,92.714596
Rajasthan,KOTA,2006,8.426785714,24.02785714,40.79146704,124,25.182544,75.839065
West Bengal,ASANSOL,2006,5.235576923,53.99423077,40.79146704,132,23.683333,86.983333
Assam,GUWAHATI,2006,19.04140589,50.60307829,115.3550902,304,26.176076,91.762932
Maharashtra,AURANGABAD,2006,4.978745424,18.67823777,41.11015038,81,19.880943,75.346739
Gujarat,AHMEDABAD,2006,22.2453746,46.48178843,85.94099679,210,23.025793,72.587265
Madhya Pradesh,GWALIOR,2006,6.291246008,13.03555492,41.43385235,141,26.229825,78.173369
Madhya Pradesh,BHOPAL,2006,4.636928176,12.0877673,41.92456335,60,23.254688,77.402892
Rajasthan,JODHPUR,2006,13.05955414,40.20127389,78.85484234,245,26.26841,73.005943
Uttar Pradesh,VARANASI,2006,15.74657534,18.55479452,41.07086065,105,25.31774,83.005811
Karnataka,MANGALORE,2006,7.633980583,18.19473911,40.79146704,51,12.865371,74.842432
Jharkhand,DHANBAD,2006,20.9,55.95,40.79146704,139,23.801988,86.443244
Uttar Pradesh,FIROZABAD,2006,19.45685601,31.10906506,41.4947682,110,27.150917,78.397808
Assam,TEZPUR,2006,4.305764859,9.482384916,40.79146704,58,26.633333,92.8
Rajasthan,UDAIPUR,2006,7.183257928,41.16084111,40.79146704,79,24.57951,73.690508
Assam,DIBRUGARH,2006,5.8,14.57878788,40.79146704,49,27.479888,94.90837
Tamil Nadu,COIMBATORE,2006,11.41946317,35.72005089,41.14617545,65,11.005547,76.966122
Maharashtra,KOLHAPUR,2006,8.513592233,26.0521347,40.92347826,109,16.695633,74.231669
Odisha,CUTTACK,2006,10.88462534,45.92807018,61.90284033,117,20.522922,85.78813
Bihar,PATNA,2006,9.99934645,39.28432307,40.79146704,111,25.615379,85.101027
Tamil Nadu,SALEM,2006,7.909495817,30.92864016,40.79146704,41,11.651165,78.158672
Goa,PANAJI,2006,10.88851772,15.37589944,40.79146704,48,15.498289,73.824541
Madhya Pradesh,UJJAIN,2006,15.02065467,13.60938432,42.01827808,56,23.182387,75.776433
Meghalaya,SHILLONG,2006,11.20180309,22.4822258,46.61881947,69,25.573987,91.896807
Madhya Pradesh,JABALPUR,2006,10.82941432,21.9630137,40.79146704,82,23.174495,79.935903
Punjab,AMRITSAR,2006,22.01408451,57.38873239,74.68860162,206,31.622337,74.875335
Delhi,DELHI,2006,20.67001612,99.70337494,88.09052221,342,28.651952,77.231495
Andhra Pradesh,TIRUPATI,2006,4.002298851,9.011494253,40.79146704,34,13.635505,79.419888
West Bengal,HALDIA,2006,17.60194175,86.56699029,81.18690042,161,22.025278,88.058333
Tamil Nadu,MADURAI,2006,11.1560566,27.37215896,41.50211978,39,9.917347,78.119622
Madhya Pradesh,INDORE,2006,7.535618421,15.60890171,41.16570068,117,22.717736,75.85859
Karnataka,BELGAUM,2006,6.727006509,14.68533662,40.79146704,29,15.862643,74.508534
West Bengal,KOLKATA,2006,15.98190682,132.3267124,95.79119788,255,22.562627,88.363044
Karnataka,GULBARGA,2006,5.206125635,12.7742268,40.79146704,70,17.335827,76.83757
Gujarat,RAJKOT,2006,11.8845679,18.77716049,42.05046294,119,22.291606,70.793217
Himachal Pradesh,SHIMLA,2006,8.377520996,18.70936281,41.29924464,50,31.104423,77.166623
Uttar Pradesh,GHAZIABAD,2006,11.51862751,18.13812953,40.79146704,251,28.665353,77.439148
Andhra Pradesh,RAMAGUNDAM,2006,54.70909091,21.25454545,40.79146704,88,18.45,79.28
Haryana,FARIDABAD,2006,9.989361702,21.82340426,41.37006941,164,28.411236,77.313162
Odisha,TALCHER,2006,8.771875,19.015,40.79146704,90,20.95,85.23
Gujarat,SURAT,2006,45.7496,59.3936,79.62494366,240,21.195944,72.830232
Uttar Pradesh,LUCKNOW,2006,20.41172161,57.60586081,81.1346762,375,26.839281,80.923133
Punjab,LUDHIANA,2006,25.29457364,59.11821705,65.13986209,403,30.912042,75.853789
Uttarakhand,DEHRADUN,2006,24.47326218,27.83009221,40.79146704,120,30.324427,78.033922
Uttar Pradesh,AGRA,2006,16.29841605,44.11066395,85.60296271,394,27.187935,78.003944
Karnataka,MYSORE,2006,18.2989071,27.09672131,43.02050895,46,12.292664,76.638543
Chandigarh,CHANDIGARH,2006,25.71652035,40.5796489,97.56877926,251,30.736292,76.788398
Himachal Pradesh,NAHAN,2006,10.66818549,15.18882936,40.97276245,109,30.5599,77.2955
Maharashtra,LOTE,2006,37.40384615,16.92662924,44.32149784,67,17.5889,73.5093
